id,customer_id,purchased_at,category,product_id,price
7728,72479,2020-07-01 12:21:27+00:00,Furniture,B_617510,128400
9156,69794,2020-07-01 12:21:59+00:00,Furniture,B_451570,722200
9220,72761,2020-07-01 12:24:24+00:00,Furniture,B_663550,368600
9298,81801,2020-07-01 12:27:30+00:00,Furniture,B_617510,128400
6474,79076,2020-07-01 12:30:20+00:00,Furniture,B_476510,541800
6501,46821,2020-07-01 12:31:24+00:00,Furniture,B_421510,992500
9654,47249,2020-07-01 12:41:31+00:00,Furniture,B_687210,607600
11215,58182,2020-07-01 13:00:11+00:00,Furniture,B_468360,268700
11231,28184,2020-07-01 13:00:32+00:00,Furniture,B_431530,213100
11347,41572,2020-07-01 13:04:35+00:00,Furniture,B_728360,419800
8741,60224,2020-07-01 13:04:56+00:00,Furniture,B_251210,898900
10467,72454,2020-07-01 13:22:04+00:00,Education,C_95510,917600
11811,10227,2020-07-01 13:24:10+00:00,Furniture,B_682510,241100
7821,74093,2020-07-01 13:25:01+00:00,Furniture,B_617510,128400
11845,31813,2020-07-01 13:25:29+00:00,Furniture,B_741210,369400
7912,49622,2020-07-01 13:29:00+00:00,Furniture,B_617210,978900
8012,36947,2020-07-01 13:33:15+00:00,Furniture,B_686550,88800
10771,37242,2020-07-01 13:35:28+00:00,Furniture,B_686210,685600
10775,39636,2020-07-01 13:35:33+00:00,Furniture,B_713510,48600
9580,33853,2020-07-01 13:37:58+00:00,Furniture,B_683210,588100
8311,63573,2020-07-01 13:45:49+00:00,Furniture,B_1174210,852800
9849,48195,2020-07-01 13:49:41+00:00,Furniture,B_871510,110800
11143,83726,2020-07-01 13:57:03+00:00,Furniture,B_637510,26600
12679,32659,2020-07-01 14:00:31+00:00,Furniture,B_620210,24700
12864,41712,2020-07-01 14:07:22+00:00,Furniture,B_686360,34200
9440,54859,2020-07-01 14:32:56+00:00,Furniture,B_665540,207800
12359,27094,2020-07-01 14:45:25+00:00,Furniture,B_251210,898900
10881,60010,2020-07-01 14:47:12+00:00,Furniture,B_713510,48600
12431,15390,2020-07-01 14:48:04+00:00,Furniture,B_871390,106400
10109,28657,2020-07-01 15:06:08+00:00,Furniture,B_710210,518100
13010,34552,2020-07-01 15:13:57+00:00,Furniture,B_13210,931500
14477,10464,2020-07-01 15:16:32+00:00,Furniture,B_710510,747900
13092,75740,2020-07-01 15:16:43+00:00,Furniture,B_56510,887100
11857,65123,2020-07-01 15:26:09+00:00,Furniture,B_690510,259900
10700,29823,2020-07-01 15:32:41+00:00,Education,C_95550,348600
10766,51107,2020-07-01 15:35:12+00:00,Furniture,B_617510,128400
10774,36151,2020-07-01 15:35:31+00:00,Furniture,B_661400,669600
13560,27672,2020-07-01 15:37:42+00:00,Furniture,B_687210,607600
15017,53137,2020-07-01 15:41:00+00:00,Furniture,B_673210,319800
10904,23429,2020-07-01 15:48:08+00:00,Furniture,B_10380,822300
15215,64866,2020-07-01 15:48:17+00:00,Furniture,B_684550,666600
10947,72573,2020-07-01 15:50:02+00:00,Furniture,B_431530,213100
13876,55827,2020-07-01 15:50:03+00:00,Furniture,B_684550,666600
10972,41574,2020-07-01 15:51:04+00:00,Furniture,B_430210,906800
14018,31105,2020-07-01 15:56:32+00:00,Furniture,B_72360,795000
14055,43522,2020-07-01 15:58:03+00:00,Furniture,B_686570,642100
15653,64686,2020-07-01 16:02:23+00:00,Furniture,B_662360,84000
11462,27614,2020-07-01 16:09:19+00:00,Furniture,B_251510,296800
11515,43522,2020-07-01 16:11:51+00:00,Furniture,B_686570,642100
11583,7597,2020-07-01 16:13:47+00:00,Furniture,B_741400,641400
16080,53394,2020-07-01 16:18:19+00:00,Furniture,B_883210,806200
13253,59055,2020-07-01 16:24:06+00:00,Furniture,B_32210,473700
14726,54917,2020-07-01 16:28:03+00:00,Furniture,B_482210,366600
16580,28115,2020-07-01 16:39:13+00:00,Furniture,B_428210,864500
15036,27054,2020-07-01 16:41:43+00:00,Furniture,B_251510,296800
16969,56938,2020-07-01 16:53:37+00:00,Furniture,B_428210,864500
12857,57059,2020-07-01 17:07:07+00:00,Furniture,B_476510,541800
15994,79371,2020-07-01 17:15:00+00:00,Education,C_933510,524500
13105,38479,2020-07-01 17:17:02+00:00,Furniture,B_617510,128400
14710,42655,2020-07-01 17:27:16+00:00,Furniture,B_617510,128400
14754,50109,2020-07-01 17:29:17+00:00,Furniture,B_468360,268700
16345,23928,2020-07-01 17:29:42+00:00,Furniture,B_468570,821700
17966,71648,2020-07-01 17:32:55+00:00,Education,C_94510,80900
13475,26239,2020-07-01 17:33:25+00:00,Furniture,B_103510,943500
16466,6820,2020-07-01 17:34:40+00:00,Furniture,B_750510,350800
13581,58657,2020-07-01 17:38:36+00:00,Furniture,B_695510,510100
18158,69997,2020-07-01 17:40:26+00:00,Furniture,B_708210,97400
15226,49184,2020-07-01 17:48:44+00:00,Furniture,B_451380,928800
15380,25269,2020-07-01 17:53:35+00:00,Furniture,B_746360,797300
13978,43207,2020-07-01 17:54:58+00:00,Furniture,B_713510,48600
18586,36427,2020-07-01 17:56:45+00:00,Furniture,B_873510,398700
18609,43522,2020-07-01 17:57:29+00:00,Furniture,B_686370,842600
18663,82973,2020-07-01 17:59:02+00:00,Furniture,B_32360,79000
18828,34748,2020-07-01 18:04:15+00:00,Furniture,B_684540,74400
17523,36261,2020-07-01 18:14:39+00:00,Furniture,B_686540,133400
18246,9617,2020-07-01 18:44:14+00:00,Furniture,B_709400,996600
16918,9608,2020-07-01 18:51:31+00:00,Furniture,B_617210,978900
16933,32697,2020-07-01 18:52:09+00:00,Furniture,B_710580,142900
20220,19271,2020-07-01 18:56:46+00:00,Furniture,B_475210,313100
15714,51967,2020-07-01 19:04:35+00:00,Furniture,B_251510,296800
20404,76742,2020-07-01 19:05:32+00:00,Furniture,B_690510,259900
20461,56825,2020-07-01 19:07:12+00:00,Furniture,B_475510,258900
17367,54226,2020-07-01 19:08:42+00:00,Furniture,B_428210,864500
15843,57668,2020-07-01 19:09:22+00:00,Furniture,B_684360,910100
20586,55676,2020-07-01 19:12:36+00:00,Furniture,B_593510,93400
20587,78665,2020-07-01 19:12:37+00:00,Furniture,B_32370,591300
16144,79775,2020-07-01 19:21:53+00:00,Furniture,B_878550,201300
20982,88264,2020-07-01 19:28:21+00:00,Furniture,B_617400,85400
19608,66966,2020-07-01 19:31:56+00:00,Furniture,B_620370,330300
19628,21593,2020-07-01 19:32:47+00:00,Furniture,B_468510,624700
16677,81986,2020-07-01 19:43:07+00:00,Furniture,B_694210,674200
16700,49980,2020-07-01 19:43:47+00:00,Furniture,B_883210,806200
19945,47936,2020-07-01 19:45:45+00:00,Furniture,B_728400,734700
18461,23838,2020-07-01 19:51:51+00:00,Furniture,B_32210,473700
17040,60382,2020-07-01 19:57:17+00:00,Furniture,B_468510,624700
20233,23516,2020-07-01 19:57:18+00:00,Furniture,B_908210,112400
21676,35147,2020-07-01 19:57:38+00:00,Furniture,B_708370,963400
17259,29834,2020-07-01 20:04:02+00:00,Furniture,B_744390,327500
17378,13985,2020-07-01 20:09:01+00:00,Furniture,B_421210,556500
17446,34547,2020-07-01 20:11:14+00:00,Furniture,B_891210,645500
20704,14981,2020-07-01 20:17:04+00:00,Furniture,B_620510,237600
22153,11474,2020-07-01 20:20:31+00:00,Furniture,B_251210,898900
17690,48973,2020-07-01 20:20:55+00:00,Furniture,B_1258210,864300
19353,46429,2020-07-01 20:22:41+00:00,Education,C_951210,239400
19615,48608,2020-07-01 20:32:09+00:00,Furniture,B_429210,272900
22428,65492,2020-07-01 20:34:02+00:00,Furniture,B_143210,460100
19699,36740,2020-07-01 20:35:54+00:00,Furniture,B_663360,312200
21297,35747,2020-07-01 20:39:54+00:00,Furniture,B_734210,725200
19859,16600,2020-07-01 20:42:30+00:00,Furniture,B_741380,94500
18226,81438,2020-07-01 20:43:11+00:00,Furniture,B_399510,692700
21436,20416,2020-07-01 20:46:03+00:00,Furniture,B_670360,97500
22776,58986,2020-07-01 20:48:05+00:00,Furniture,B_251510,296800
18347,53257,2020-07-01 20:48:17+00:00,Furniture,B_728510,98900
22854,62779,2020-07-01 20:50:39+00:00,Furniture,B_737210,633900
20089,10160,2020-07-01 20:51:26+00:00,Furniture,B_53210,220000
18530,77288,2020-07-01 20:54:17+00:00,Furniture,B_632510,70600
21702,15455,2020-07-01 20:58:34+00:00,Furniture,B_876510,477900
21877,53257,2020-07-01 21:07:21+00:00,Furniture,B_728510,98900
23288,52399,2020-07-01 21:08:31+00:00,Furniture,B_899210,553100
19088,53288,2020-07-01 21:13:28+00:00,Furniture,B_684400,494500
22003,36230,2020-07-01 21:13:46+00:00,Furniture,B_466210,583000
22028,64871,2020-07-01 21:14:42+00:00,Furniture,B_251510,296800
23536,69797,2020-07-01 21:19:13+00:00,Furniture,B_728210,970500
21091,28893,2020-07-01 21:32:54+00:00,Furniture,B_737510,104300
23783,55591,2020-07-01 21:33:18+00:00,Furniture,B_672510,963000
19656,54859,2020-07-01 21:33:24+00:00,Furniture,B_684550,666600
19672,59643,2020-07-01 21:34:15+00:00,Furniture,B_915510,585300
21238,39042,2020-07-01 21:38:09+00:00,Furniture,B_709210,666700
21437,40553,2020-07-01 21:46:03+00:00,Furniture,B_750210,495600
20042,70257,2020-07-01 21:49:32+00:00,Furniture,B_712390,925300
20121,39329,2020-07-01 21:52:46+00:00,Furniture,B_687510,73700
20244,45869,2020-07-01 21:57:55+00:00,Furniture,B_620510,237600
20266,69738,2020-07-01 21:58:47+00:00,Furniture,B_126510,384600
20526,37836,2020-07-01 22:10:15+00:00,Furniture,B_594510,680700
24584,77862,2020-07-01 22:10:34+00:00,Furniture,B_468210,368200
22029,33538,2020-07-01 22:14:44+00:00,Furniture,B_686370,842600
23437,35391,2020-07-01 22:14:51+00:00,Furniture,B_636210,351300
23625,23877,2020-07-01 22:24:06+00:00,Furniture,B_713360,129700
23683,17797,2020-07-01 22:27:46+00:00,Furniture,B_883510,261100
21141,35747,2020-07-01 22:34:55+00:00,Furniture,B_734210,725200
22473,46918,2020-07-01 22:35:50+00:00,Furniture,B_72510,100800
23925,39198,2020-07-01 22:40:22+00:00,Furniture,B_32210,473700
21351,35747,2020-07-01 22:42:07+00:00,Furniture,B_734210,725200
24000,47791,2020-07-01 22:44:36+00:00,Furniture,B_56210,444100
21403,26388,2020-07-01 22:44:44+00:00,Furniture,B_251210,898900
25967,42654,2020-07-01 23:10:25+00:00,Furniture,B_734560,408100
24737,56459,2020-07-01 23:16:32+00:00,Education,C_933210,845600
22284,58531,2020-07-01 23:27:05+00:00,Furniture,B_431210,971400
22293,42667,2020-07-01 23:27:53+00:00,Furniture,B_90210,570300
26406,8227,2020-07-01 23:29:07+00:00,Furniture,B_56210,444100
26482,54333,2020-07-01 23:31:43+00:00,Furniture,B_251510,296800
25434,32154,2020-07-01 23:49:18+00:00,Furniture,B_709360,95400
25440,53257,2020-07-01 23:49:32+00:00,Furniture,B_728210,970500
25546,53897,2020-07-01 23:54:19+00:00,Furniture,B_619580,112700
25560,17967,2020-07-01 23:54:51+00:00,Furniture,B_886510,940400
23240,60486,2020-07-02 00:06:44+00:00,Furniture,B_626210,309400
24693,26184,2020-07-02 00:14:51+00:00,Education,C_935210,175100
27725,53395,2020-07-02 00:19:12+00:00,Furniture,B_617360,585900
27774,78374,2020-07-02 00:21:48+00:00,Furniture,B_886510,940400
26454,46724,2020-07-02 00:30:36+00:00,Furniture,B_871550,90300
27976,52821,2020-07-02 00:30:42+00:00,Furniture,B_620510,237600
26563,33861,2020-07-02 00:34:33+00:00,Furniture,B_620360,409400
28132,54077,2020-07-02 00:38:19+00:00,Furniture,B_690380,276800
28157,53754,2020-07-02 00:39:33+00:00,Furniture,B_750510,350800
26901,55083,2020-07-02 00:46:33+00:00,Furniture,B_708360,972600
28323,37507,2020-07-02 00:47:44+00:00,Furniture,B_728510,98900
25421,62977,2020-07-02 00:48:46+00:00,Furniture,B_670510,403200
24165,39590,2020-07-02 00:51:16+00:00,Furniture,B_406210,190400
25652,65511,2020-07-02 00:57:56+00:00,Furniture,B_70410,518400
27566,64580,2020-07-02 01:11:28+00:00,Furniture,B_404210,495900
24615,84316,2020-07-02 01:11:58+00:00,Furniture,B_684210,285200
24756,51531,2020-07-02 01:17:23+00:00,Furniture,B_467210,700600
27758,73616,2020-07-02 01:20:58+00:00,Education,C_97390,521000
26234,43514,2020-07-02 01:21:10+00:00,Furniture,B_251510,296800
24923,48892,2020-07-02 01:25:01+00:00,Furniture,B_32210,473700
28051,41786,2020-07-02 01:34:34+00:00,Furniture,B_451210,365400
26612,51138,2020-07-02 01:36:32+00:00,Furniture,B_672530,803700
26632,28657,2020-07-02 01:37:09+00:00,Furniture,B_710210,518100
25273,28954,2020-07-02 01:42:11+00:00,Furniture,B_33370,174200
28357,41692,2020-07-02 01:49:21+00:00,Furniture,B_13210,931500
28358,38320,2020-07-02 01:49:26+00:00,Furniture,B_251510,296800
27014,36496,2020-07-02 01:50:24+00:00,Furniture,B_684550,666600
25475,49197,2020-07-02 01:50:41+00:00,Furniture,B_686530,317800
28432,5528,2020-07-02 01:53:11+00:00,Furniture,B_620210,24700
25547,35576,2020-07-02 01:54:32+00:00,Furniture,B_728510,98900
28475,76213,2020-07-02 01:55:30+00:00,Furniture,B_899210,553100
28715,69797,2020-07-02 02:09:25+00:00,Furniture,B_728210,970500
29642,60748,2020-07-02 02:13:13+00:00,Furniture,B_686510,457900
27640,49518,2020-07-02 02:15:00+00:00,Furniture,B_70510,133800
26320,31737,2020-07-02 02:24:53+00:00,Furniture,B_670580,415200
27868,32901,2020-07-02 02:26:31+00:00,Furniture,B_619210,853500
26435,31204,2020-07-02 02:29:53+00:00,Furniture,B_406510,206400
27993,17058,2020-07-02 02:31:40+00:00,Furniture,B_66510,685500
27047,42584,2020-07-02 02:51:54+00:00,Furniture,B_13210,931500
27139,40944,2020-07-02 02:55:32+00:00,Furniture,B_615380,376500
30131,26956,2020-07-02 03:04:24+00:00,Furniture,B_32210,473700
28654,67528,2020-07-02 03:04:31+00:00,Furniture,B_873380,221000
30162,40645,2020-07-02 03:08:17+00:00,Furniture,B_462510,244300
28781,53504,2020-07-02 03:13:19+00:00,Furniture,B_101570,301600
27734,33785,2020-07-02 03:19:50+00:00,Education,C_9360,887700
28971,55196,2020-07-02 03:23:51+00:00,Furniture,B_684570,666400
28003,65696,2020-07-02 03:31:57+00:00,Furniture,B_728510,98900
30049,56401,2020-07-02 03:50:19+00:00,Education,C_933510,524500
28453,42395,2020-07-02 03:54:30+00:00,Furniture,B_879210,497800
30109,37211,2020-07-02 04:00:20+00:00,Furniture,B_251210,898900
28636,57182,2020-07-02 04:03:39+00:00,Furniture,B_251520,730700
29732,63527,2020-07-02 04:20:07+00:00,Furniture,B_251210,898900
30356,28265,2020-07-02 04:35:14+00:00,Furniture,B_406360,992100
29446,68438,2020-07-02 04:58:29+00:00,Furniture,B_872380,722100
30848,51516,2020-07-02 05:12:19+00:00,Furniture,B_872380,722100
30876,31177,2020-07-02 05:15:06+00:00,Furniture,B_421530,776900
30252,33626,2020-07-02 05:18:42+00:00,Furniture,B_681210,704100
30906,58149,2020-07-02 05:22:54+00:00,Furniture,B_878210,887500
30489,47657,2020-07-02 05:55:19+00:00,Furniture,B_56210,444100
31055,54431,2020-07-02 06:02:48+00:00,Furniture,B_251210,898900
30802,31300,2020-07-02 06:04:33+00:00,Furniture,B_620530,383000
30274,62112,2020-07-02 06:20:52+00:00,Education,C_935210,175100
30386,48355,2020-07-02 06:38:53+00:00,Furniture,B_462360,350500
30411,40276,2020-07-02 06:42:59+00:00,Furniture,B_251210,898900
30541,48361,2020-07-02 07:04:53+00:00,Furniture,B_406210,190400
31059,43271,2020-07-02 07:04:58+00:00,Furniture,B_406510,206400
30579,42346,2020-07-02 07:09:47+00:00,Furniture,B_251210,898900
31459,49010,2020-07-02 07:12:22+00:00,Furniture,B_619210,853500
30600,63787,2020-07-02 07:13:22+00:00,Furniture,B_428210,864500
31600,38056,2020-07-02 07:24:34+00:00,Education,C_933550,296500
31653,37540,2020-07-02 07:28:17+00:00,Furniture,B_468210,368200
31665,34010,2020-07-02 07:29:59+00:00,Furniture,B_741510,523100
31719,58860,2020-07-02 07:35:13+00:00,Furniture,B_91210,779500
31772,42090,2020-07-02 07:38:36+00:00,Furniture,B_687510,73700
31837,41553,2020-07-02 07:43:04+00:00,Furniture,B_728510,98900
31914,42090,2020-07-02 07:50:35+00:00,Furniture,B_687510,73700
32037,20416,2020-07-02 07:59:40+00:00,Furniture,B_670580,415200
31509,29767,2020-07-02 08:17:11+00:00,Furniture,B_617380,233900
32392,7475,2020-07-02 08:21:12+00:00,Furniture,B_620510,237600
32581,61484,2020-07-02 08:33:22+00:00,Furniture,B_619360,114700
32856,83613,2020-07-02 08:49:23+00:00,Furniture,B_709380,854100
31277,82006,2020-07-02 08:52:18+00:00,Furniture,B_728400,734700
33135,51985,2020-07-02 09:03:43+00:00,Furniture,B_451540,335900
31480,23163,2020-07-02 09:13:51+00:00,Furniture,B_473380,119000
33396,20407,2020-07-02 09:14:23+00:00,Furniture,B_475380,160800
31602,8224,2020-07-02 09:24:36+00:00,Furniture,B_673600,919300
32917,49343,2020-07-02 09:53:04+00:00,Furniture,B_687510,73700
34341,33718,2020-07-02 09:57:38+00:00,Furniture,B_406560,494500
32131,43711,2020-07-02 10:06:32+00:00,Furniture,B_462510,244300
34757,66209,2020-07-02 10:14:07+00:00,Furniture,B_684360,910100
34799,53732,2020-07-02 10:15:38+00:00,Furniture,B_617510,128400
32291,45524,2020-07-02 10:16:34+00:00,Education,C_935210,175100
33529,67563,2020-07-02 10:21:14+00:00,Furniture,B_729510,353700
32496,48870,2020-07-02 10:27:58+00:00,Furniture,B_737370,849000
31763,36971,2020-07-02 10:37:57+00:00,Furniture,B_728400,734700
35376,59339,2020-07-02 10:42:52+00:00,Furniture,B_476210,532400
34104,51314,2020-07-02 10:45:46+00:00,Furniture,B_737210,633900
35490,22595,2020-07-02 10:48:01+00:00,Furniture,B_686380,363400
32846,20101,2020-07-02 10:48:44+00:00,Furniture,B_871510,110800
32030,56975,2020-07-02 10:59:24+00:00,Furniture,B_468210,368200
33075,14976,2020-07-02 11:01:47+00:00,Furniture,B_468510,624700
34467,57859,2020-07-02 11:03:14+00:00,Furniture,B_642210,62600
33267,13084,2020-07-02 11:08:17+00:00,Furniture,B_870370,987300
33355,43207,2020-07-02 11:12:17+00:00,Furniture,B_713540,207900
36064,27915,2020-07-02 11:12:36+00:00,Furniture,B_662520,912200
32590,59935,2020-07-02 11:33:40+00:00,Furniture,B_728210,970500
36652,50584,2020-07-02 11:37:27+00:00,Furniture,B_684510,427000
35262,87927,2020-07-02 11:38:29+00:00,Furniture,B_685510,494200
35446,33305,2020-07-02 11:46:13+00:00,Furniture,B_72210,758200
35469,26184,2020-07-02 11:47:07+00:00,Furniture,B_462210,705300
34388,57430,2020-07-02 12:00:34+00:00,Furniture,B_682380,457600
34484,46069,2020-07-02 12:03:36+00:00,Furniture,B_468510,624700
35973,79621,2020-07-02 12:08:55+00:00,Furniture,B_251210,898900
36010,14579,2020-07-02 12:10:21+00:00,Furniture,B_710210,518100
34656,33548,2020-07-02 12:10:36+00:00,Furniture,B_620210,24700
37757,45510,2020-07-02 12:22:26+00:00,Furniture,B_32210,473700
37803,36784,2020-07-02 12:24:30+00:00,Furniture,B_1185210,54100
36334,28657,2020-07-02 12:25:03+00:00,Furniture,B_710210,518100
36583,64866,2020-07-02 12:34:52+00:00,Furniture,B_684550,666600
38119,78188,2020-07-02 12:37:25+00:00,Furniture,B_909380,903900
35305,27412,2020-07-02 12:39:49+00:00,Furniture,B_684510,427000
34141,53729,2020-07-02 12:47:07+00:00,Furniture,B_468360,268700
36918,11820,2020-07-02 12:47:08+00:00,Furniture,B_49210,513200
36980,37025,2020-07-02 12:49:57+00:00,Furniture,B_750510,350800
37053,48195,2020-07-02 12:53:13+00:00,Furniture,B_871510,110800
35717,7762,2020-07-02 12:58:11+00:00,Furniture,B_10210,937600
34360,38845,2020-07-02 12:59:00+00:00,Furniture,B_686210,685600
35809,33079,2020-07-02 13:01:59+00:00,Furniture,B_90510,229700
37465,52335,2020-07-02 13:09:52+00:00,Furniture,B_428210,864500
39083,62612,2020-07-02 13:14:16+00:00,Furniture,B_662210,108700
36110,37014,2020-07-02 13:15:04+00:00,Furniture,B_56210,444100
34899,69464,2020-07-02 13:20:31+00:00,Furniture,B_728510,98900
39350,40739,2020-07-02 13:25:01+00:00,Furniture,B_476510,541800
39486,29875,2020-07-02 13:30:00+00:00,Furniture,B_738210,369100
36610,72453,2020-07-02 13:35:50+00:00,Furniture,B_710210,518100
35203,30027,2020-07-02 13:36:09+00:00,Furniture,B_729210,848900
36975,39805,2020-07-02 13:49:43+00:00,Furniture,B_909380,903900
35598,74084,2020-07-02 13:53:00+00:00,Furniture,B_870380,180900
37165,47907,2020-07-02 13:57:57+00:00,Furniture,B_451510,132100
37297,24442,2020-07-02 14:03:29+00:00,Furniture,B_32540,943900
38854,4928,2020-07-02 14:05:06+00:00,Furniture,B_32210,473700
35945,80531,2020-07-02 14:07:45+00:00,Furniture,B_451210,365400
35965,5297,2020-07-02 14:08:40+00:00,Furniture,B_873510,398700
39017,51377,2020-07-02 14:10:58+00:00,Furniture,B_728210,970500
36039,34872,2020-07-02 14:11:46+00:00,Furniture,B_684510,427000
39133,41500,2020-07-02 14:16:40+00:00,Furniture,B_739210,672300
37648,40199,2020-07-02 14:17:28+00:00,Furniture,B_661410,919500
39632,57617,2020-07-02 14:35:50+00:00,Furniture,B_617510,128400
36964,46996,2020-07-02 14:49:16+00:00,Furniture,B_729210,848900
38439,29781,2020-07-02 14:50:07+00:00,Furniture,B_686540,133400
38688,47960,2020-07-02 14:59:05+00:00,Furniture,B_452540,923100
41653,34003,2020-07-02 14:59:13+00:00,Furniture,B_728510,98900
38728,55911,2020-07-02 15:00:23+00:00,Furniture,B_1161510,225200
39031,15581,2020-07-02 15:11:43+00:00,Furniture,B_741210,369400
40679,50751,2020-07-02 15:18:42+00:00,Furniture,B_251510,296800
37760,71535,2020-07-02 15:22:28+00:00,Furniture,B_728210,970500
42691,56912,2020-07-02 15:39:06+00:00,Furniture,B_734510,436300
38764,69797,2020-07-02 16:01:38+00:00,Furniture,B_682380,457600
43405,20260,2020-07-02 16:04:04+00:00,Furniture,B_872360,451300
43465,18541,2020-07-02 16:06:10+00:00,Furniture,B_684210,285200
40418,32092,2020-07-02 16:06:56+00:00,Furniture,B_740380,811800
38978,63700,2020-07-02 16:09:14+00:00,Furniture,B_468520,534300
41903,3437,2020-07-02 16:09:41+00:00,Furniture,B_48210,742900
43659,60391,2020-07-02 16:13:43+00:00,Furniture,B_617210,978900
39410,59770,2020-07-02 16:27:15+00:00,Furniture,B_468400,580700
40885,53400,2020-07-02 16:28:32+00:00,Furniture,B_872380,722100
44139,9213,2020-07-02 16:31:50+00:00,Furniture,B_871210,647900
42660,1870,2020-07-02 16:37:59+00:00,Furniture,B_690510,259900
42927,18741,2020-07-02 16:47:22+00:00,Furniture,B_54210,562000
41400,67134,2020-07-02 16:49:42+00:00,Furniture,B_687510,73700
43154,33098,2020-07-02 16:55:25+00:00,Furniture,B_915210,820400
