id,customer_id,visited_at
18524,72479,2020-07-01 09:22:43+00:00
18570,74093,2020-07-01 09:25:01+00:00
18591,74093,2020-07-01 09:26:28+00:00
18639,55123,2020-07-01 09:29:13+00:00
18662,49070,2020-07-01 09:30:34+00:00
18683,21340,2020-07-01 09:32:11+00:00
18711,82545,2020-07-01 09:33:38+00:00
18730,16641,2020-07-01 09:34:33+00:00
18813,59340,2020-07-01 09:39:29+00:00
18827,43418,2020-07-01 09:40:31+00:00
18835,43654,2020-07-01 09:40:50+00:00
18930,51970,2020-07-01 09:47:28+00:00
19057,75829,2020-07-01 09:55:02+00:00
19083,36470,2020-07-01 09:57:29+00:00
19099,38704,2020-07-01 09:58:30+00:00
19206,59117,2020-07-01 10:04:32+00:00
19244,6040,2020-07-01 10:06:35+00:00
19303,14579,2020-07-01 10:09:47+00:00
19457,31954,2020-07-01 10:18:21+00:00
19467,88748,2020-07-01 10:19:05+00:00
19488,32860,2020-07-01 10:20:04+00:00
19496,61343,2020-07-01 10:20:32+00:00
19525,26468,2020-07-01 10:22:09+00:00
19526,34486,2020-07-01 10:22:10+00:00
19565,54431,2020-07-01 10:24:39+00:00
19574,83164,2020-07-01 10:25:06+00:00
19596,67256,2020-07-01 10:26:19+00:00
19693,17800,2020-07-01 10:31:06+00:00
19700,58149,2020-07-01 10:31:38+00:00
19714,46558,2020-07-01 10:32:29+00:00
19732,54437,2020-07-01 10:33:19+00:00
19813,60740,2020-07-01 10:38:18+00:00
19830,37563,2020-07-01 10:39:21+00:00
20009,37300,2020-07-01 10:50:01+00:00
20092,71684,2020-07-01 10:54:26+00:00
20125,51805,2020-07-01 10:56:10+00:00
20147,68171,2020-07-01 10:57:36+00:00
20223,57747,2020-07-01 11:08:37+00:00
20309,19547,2020-07-01 11:15:10+00:00
20464,14976,2020-07-01 11:24:22+00:00
20466,41984,2020-07-01 11:24:38+00:00
20553,16075,2020-07-01 11:30:10+00:00
20562,28107,2020-07-01 11:30:45+00:00
20564,57428,2020-07-01 11:30:55+00:00
20565,57448,2020-07-01 11:31:00+00:00
20732,55793,2020-07-01 11:46:59+00:00
20779,71775,2020-07-01 11:49:47+00:00
20791,21230,2020-07-01 11:50:26+00:00
20852,32031,2020-07-01 11:53:21+00:00
20881,71594,2020-07-01 11:54:31+00:00
20890,66792,2020-07-01 11:54:49+00:00
21111,39394,2020-07-01 12:06:01+00:00
21156,41238,2020-07-01 12:08:21+00:00
21272,9648,2020-07-01 12:15:25+00:00
21306,52856,2020-07-01 12:17:58+00:00
21454,50525,2020-07-01 12:27:06+00:00
21494,32941,2020-07-01 12:28:52+00:00
21546,50664,2020-07-01 12:32:06+00:00
21644,28389,2020-07-01 12:37:15+00:00
21738,17561,2020-07-01 12:42:31+00:00
21822,55708,2020-07-01 12:47:01+00:00
21841,22251,2020-07-01 12:47:44+00:00
21850,61887,2020-07-01 12:48:17+00:00
21886,35369,2020-07-01 12:50:48+00:00
22044,53761,2020-07-01 13:01:01+00:00
22136,64866,2020-07-01 13:05:24+00:00
22143,45941,2020-07-01 13:05:46+00:00
22156,30066,2020-07-01 13:06:39+00:00
22264,42610,2020-07-01 13:13:13+00:00
22383,55192,2020-07-01 13:20:06+00:00
22399,47020,2020-07-01 13:21:39+00:00
22514,18711,2020-07-01 13:28:29+00:00
22580,26798,2020-07-01 13:32:12+00:00
22600,62556,2020-07-01 13:33:14+00:00
22616,24830,2020-07-01 13:34:11+00:00
22617,59653,2020-07-01 13:34:14+00:00
22683,51360,2020-07-01 13:39:16+00:00
22699,80526,2020-07-01 13:40:00+00:00
22713,64478,2020-07-01 13:41:04+00:00
22753,30044,2020-07-01 13:42:55+00:00
22758,39799,2020-07-01 13:43:15+00:00
22759,24830,2020-07-01 13:43:17+00:00
22786,37563,2020-07-01 13:45:00+00:00
22816,45126,2020-07-01 13:46:32+00:00
22854,71230,2020-07-01 13:48:05+00:00
22862,14027,2020-07-01 13:48:24+00:00
22936,30579,2020-07-01 13:52:48+00:00
23074,35763,2020-07-01 14:00:42+00:00
23077,45510,2020-07-01 14:00:50+00:00
23103,37697,2020-07-01 14:02:33+00:00
23107,69997,2020-07-01 14:02:42+00:00
23211,46918,2020-07-01 14:08:22+00:00
23219,31177,2020-07-01 14:08:55+00:00
23260,49854,2020-07-01 14:11:14+00:00
23301,56354,2020-07-01 14:13:44+00:00
23406,54738,2020-07-01 14:19:58+00:00
23482,79621,2020-07-01 14:24:25+00:00
23520,42090,2020-07-01 14:26:57+00:00
23534,55827,2020-07-01 14:27:39+00:00
23668,28224,2020-07-01 14:35:55+00:00
23693,43851,2020-07-01 14:37:22+00:00
23783,31770,2020-07-01 14:42:12+00:00
23910,42707,2020-07-01 14:48:52+00:00
23969,80732,2020-07-01 14:51:28+00:00
23999,28893,2020-07-01 14:52:56+00:00
24048,32941,2020-07-01 14:54:17+00:00
24101,42958,2020-07-01 14:57:05+00:00
24149,16846,2020-07-01 14:59:11+00:00
24161,61921,2020-07-01 14:59:42+00:00
24322,42335,2020-07-01 15:05:43+00:00
24325,47455,2020-07-01 15:06:03+00:00
24362,30350,2020-07-01 15:07:37+00:00
24448,58786,2020-07-01 15:12:51+00:00
24449,40106,2020-07-01 15:13:05+00:00
24462,56773,2020-07-01 15:13:38+00:00
24471,48148,2020-07-01 15:14:08+00:00
24508,51269,2020-07-01 15:16:01+00:00
24518,78347,2020-07-01 15:16:32+00:00
24611,88264,2020-07-01 15:22:42+00:00
24620,7350,2020-07-01 15:23:14+00:00
24626,40276,2020-07-01 15:23:36+00:00
24662,51376,2020-07-01 15:25:01+00:00
24669,77183,2020-07-01 15:25:26+00:00
24683,38217,2020-07-01 15:26:26+00:00
24709,55594,2020-07-01 15:28:17+00:00
24797,77213,2020-07-01 15:33:05+00:00
24941,81986,2020-07-01 15:41:30+00:00
25052,68530,2020-07-01 15:46:56+00:00
25089,52704,2020-07-01 15:48:57+00:00
25100,48049,2020-07-01 15:49:27+00:00
25182,43380,2020-07-01 15:53:55+00:00
25284,74093,2020-07-01 15:59:38+00:00
25382,55909,2020-07-01 16:03:40+00:00
25396,29834,2020-07-01 16:04:02+00:00
25411,66796,2020-07-01 16:04:51+00:00
25440,61476,2020-07-01 16:06:58+00:00
25670,28834,2020-07-01 16:18:23+00:00
25673,29892,2020-07-01 16:18:35+00:00
25683,84236,2020-07-01 16:19:00+00:00
25710,51063,2020-07-01 16:20:39+00:00
25802,20713,2020-07-01 16:25:36+00:00
25810,50297,2020-07-01 16:26:23+00:00
25920,63357,2020-07-01 16:34:11+00:00
25996,10772,2020-07-01 16:38:17+00:00
26005,56362,2020-07-01 16:38:48+00:00
26075,50693,2020-07-01 16:43:05+00:00
26094,69917,2020-07-01 16:44:25+00:00
26225,11820,2020-07-01 16:51:01+00:00
26267,58740,2020-07-01 16:53:05+00:00
26285,31550,2020-07-01 16:53:52+00:00
26315,39349,2020-07-01 16:55:07+00:00
26365,68779,2020-07-01 16:57:32+00:00
26452,10227,2020-07-01 17:01:13+00:00
26467,62300,2020-07-01 17:02:16+00:00
26486,24762,2020-07-01 17:03:07+00:00
26521,25451,2020-07-01 17:04:44+00:00
26576,52884,2020-07-01 17:07:45+00:00
26629,42388,2020-07-01 17:09:57+00:00
26670,53007,2020-07-01 17:12:22+00:00
26685,52479,2020-07-01 17:13:15+00:00
26774,60626,2020-07-01 17:17:38+00:00
26776,74093,2020-07-01 17:17:39+00:00
26778,36971,2020-07-01 17:17:43+00:00
26790,7791,2020-07-01 17:18:20+00:00
26821,52157,2020-07-01 17:19:31+00:00
26896,54719,2020-07-01 17:23:10+00:00
26953,55944,2020-07-01 17:26:01+00:00
26993,3828,2020-07-01 17:28:11+00:00
27056,32123,2020-07-01 17:31:14+00:00
27135,64866,2020-07-01 17:35:03+00:00
27150,37482,2020-07-01 17:36:30+00:00
27158,37136,2020-07-01 17:36:47+00:00
27274,51473,2020-07-01 17:42:39+00:00
27324,17948,2020-07-01 17:45:00+00:00
27327,38885,2020-07-01 17:45:18+00:00
27394,63200,2020-07-01 17:48:57+00:00
27502,44871,2020-07-01 17:54:28+00:00
27565,36230,2020-07-01 17:58:12+00:00
27664,8110,2020-07-01 18:05:36+00:00
27686,8110,2020-07-01 18:06:15+00:00
27713,52757,2020-07-01 18:07:55+00:00
27905,31568,2020-07-01 18:18:44+00:00
27928,79775,2020-07-01 18:20:16+00:00
28007,63301,2020-07-01 18:24:55+00:00
28091,40498,2020-07-01 18:28:53+00:00
28120,42993,2020-07-01 18:30:25+00:00
28133,64439,2020-07-01 18:30:58+00:00
28156,52826,2020-07-01 18:32:33+00:00
28167,21484,2020-07-01 18:33:12+00:00
28208,36421,2020-07-01 18:35:19+00:00
28232,42204,2020-07-01 18:36:53+00:00
28407,20268,2020-07-01 18:46:17+00:00
28433,48612,2020-07-01 18:47:54+00:00
28506,69712,2020-07-01 18:52:53+00:00
28547,70925,2020-07-01 18:56:10+00:00
28569,84316,2020-07-01 18:57:43+00:00
28684,25444,2020-07-01 19:06:03+00:00
28712,22937,2020-07-01 19:07:38+00:00
28778,48804,2020-07-01 19:12:21+00:00
28812,55270,2020-07-01 19:14:27+00:00
28868,59613,2020-07-01 19:17:42+00:00
28883,50139,2020-07-01 19:18:21+00:00
28910,76912,2020-07-01 19:20:23+00:00
28930,57887,2020-07-01 19:21:45+00:00
28943,24465,2020-07-01 19:22:14+00:00
28987,51293,2020-07-01 19:25:43+00:00
29023,15872,2020-07-01 19:28:13+00:00
29049,32127,2020-07-01 19:30:31+00:00
29112,70797,2020-07-01 19:33:26+00:00
29153,45404,2020-07-01 19:35:30+00:00
29182,47413,2020-07-01 19:37:12+00:00
29238,57059,2020-07-01 19:40:40+00:00
29276,30021,2020-07-01 19:42:31+00:00
29315,66937,2020-07-01 19:44:59+00:00
29362,52889,2020-07-01 19:46:47+00:00
29397,48049,2020-07-01 19:48:11+00:00
29446,36142,2020-07-01 19:50:22+00:00
29466,36711,2020-07-01 19:51:29+00:00
29475,36064,2020-07-01 19:52:03+00:00
29495,37652,2020-07-01 19:53:16+00:00
29586,40011,2020-07-01 19:57:53+00:00
29591,51138,2020-07-01 19:58:14+00:00
29684,61170,2020-07-01 20:03:40+00:00
29841,31183,2020-07-01 20:11:17+00:00
29959,63783,2020-07-01 20:19:03+00:00
30047,26943,2020-07-01 20:25:46+00:00
30066,37112,2020-07-01 20:27:25+00:00
30075,31009,2020-07-01 20:28:04+00:00
30097,34464,2020-07-01 20:29:38+00:00
30109,62232,2020-07-01 20:30:41+00:00
30164,40551,2020-07-01 20:34:21+00:00
30205,66247,2020-07-01 20:37:20+00:00
30303,26351,2020-07-01 20:45:09+00:00
30344,69607,2020-07-01 20:47:11+00:00
30347,38617,2020-07-01 20:47:19+00:00
30392,17481,2020-07-01 20:49:39+00:00
30416,50232,2020-07-01 20:51:04+00:00
30519,41951,2020-07-01 20:57:33+00:00
30569,77862,2020-07-01 21:01:06+00:00
30607,86598,2020-07-01 21:05:08+00:00
30713,58543,2020-07-01 21:09:10+00:00
30750,76499,2020-07-01 21:10:41+00:00
30781,61748,2020-07-01 21:12:38+00:00
30793,79034,2020-07-01 21:13:09+00:00
30800,46125,2020-07-01 21:13:34+00:00
30846,41028,2020-07-01 21:15:53+00:00
30892,27480,2020-07-01 21:18:21+00:00
30894,40199,2020-07-01 21:18:27+00:00
30924,61999,2020-07-01 21:20:42+00:00
30928,60505,2020-07-01 21:20:50+00:00
30949,35498,2020-07-01 21:22:26+00:00
30955,50175,2020-07-01 21:22:49+00:00
30962,41957,2020-07-01 21:23:11+00:00
30985,40645,2020-07-01 21:24:33+00:00
31035,33538,2020-07-01 21:28:02+00:00
31077,77664,2020-07-01 21:30:33+00:00
31212,49463,2020-07-01 21:38:59+00:00
31258,31919,2020-07-01 21:42:03+00:00
31327,81994,2020-07-01 21:45:48+00:00
31447,35097,2020-07-01 21:52:40+00:00
31463,47020,2020-07-01 21:53:58+00:00
31545,53538,2020-07-01 21:57:49+00:00
31590,66999,2020-07-01 22:00:12+00:00
31638,53874,2020-07-01 22:02:37+00:00
31711,47728,2020-07-01 22:07:18+00:00
31800,57893,2020-07-01 22:11:20+00:00
31845,41766,2020-07-01 22:13:39+00:00
31891,49829,2020-07-01 22:15:47+00:00
31929,53132,2020-07-01 22:17:24+00:00
31980,53538,2020-07-01 22:20:55+00:00
32011,41729,2020-07-01 22:23:03+00:00
32037,48494,2020-07-01 22:24:43+00:00
32094,46821,2020-07-01 22:28:19+00:00
32117,42090,2020-07-01 22:29:34+00:00
32123,50835,2020-07-01 22:29:43+00:00
32208,60288,2020-07-01 22:34:19+00:00
32256,64871,2020-07-01 22:36:37+00:00
32415,55427,2020-07-01 22:44:06+00:00
32644,33692,2020-07-01 22:56:15+00:00
32648,50776,2020-07-01 22:56:20+00:00
32694,26154,2020-07-01 22:58:01+00:00
32760,65269,2020-07-01 23:01:10+00:00
32774,87941,2020-07-01 23:01:50+00:00
32852,35898,2020-07-01 23:06:09+00:00
32868,61735,2020-07-01 23:07:30+00:00
32939,73758,2020-07-01 23:11:08+00:00
32954,30897,2020-07-01 23:11:43+00:00
33012,43402,2020-07-01 23:15:11+00:00
33066,86283,2020-07-01 23:19:05+00:00
33073,50811,2020-07-01 23:19:34+00:00
33077,78991,2020-07-01 23:19:53+00:00
33094,50621,2020-07-01 23:20:52+00:00
33105,83730,2020-07-01 23:21:46+00:00
33182,49497,2020-07-01 23:26:36+00:00
33203,88634,2020-07-01 23:27:54+00:00
33254,50599,2020-07-01 23:30:37+00:00
33267,53726,2020-07-01 23:31:32+00:00
33291,53092,2020-07-01 23:32:32+00:00
33340,13914,2020-07-01 23:35:58+00:00
33355,41434,2020-07-01 23:36:36+00:00
33359,68862,2020-07-01 23:36:58+00:00
33377,52507,2020-07-01 23:38:23+00:00
33382,69833,2020-07-01 23:38:44+00:00
33410,37136,2020-07-01 23:40:33+00:00
33488,37563,2020-07-01 23:45:48+00:00
33509,40551,2020-07-01 23:47:42+00:00
33562,77303,2020-07-01 23:50:49+00:00
33579,24557,2020-07-01 23:51:57+00:00
33645,60647,2020-07-01 23:56:23+00:00
33671,46616,2020-07-01 23:57:37+00:00
33722,49948,2020-07-02 00:00:53+00:00
33835,43677,2020-07-02 00:10:19+00:00
33847,52479,2020-07-02 00:11:14+00:00
33865,9957,2020-07-02 00:12:21+00:00
33899,86130,2020-07-02 00:15:28+00:00
33963,72676,2020-07-02 00:19:17+00:00
33965,42463,2020-07-02 00:19:24+00:00
34009,33985,2020-07-02 00:23:01+00:00
34139,40670,2020-07-02 00:35:55+00:00
34166,40510,2020-07-02 00:38:34+00:00
34224,15919,2020-07-02 00:44:46+00:00
34232,23675,2020-07-02 00:45:32+00:00
34312,40925,2020-07-02 00:53:23+00:00
34320,77233,2020-07-02 00:54:12+00:00
34390,63783,2020-07-02 01:01:15+00:00
34434,23681,2020-07-02 01:05:01+00:00
34506,32390,2020-07-02 01:12:16+00:00
34525,26262,2020-07-02 01:13:44+00:00
34607,79910,2020-07-02 01:23:07+00:00
34628,59258,2020-07-02 01:24:33+00:00
34635,54911,2020-07-02 01:25:27+00:00
34722,74953,2020-07-02 01:35:32+00:00
34726,17102,2020-07-02 01:35:56+00:00
34789,55906,2020-07-02 01:43:43+00:00
34844,50119,2020-07-02 01:52:13+00:00
34849,89009,2020-07-02 01:52:41+00:00
34871,13025,2020-07-02 01:58:05+00:00
34885,63527,2020-07-02 02:03:08+00:00
35043,37224,2020-07-02 02:29:19+00:00
35091,16534,2020-07-02 02:41:29+00:00
35174,63527,2020-07-02 02:59:10+00:00
35189,37563,2020-07-02 03:03:14+00:00
35190,57154,2020-07-02 03:03:14+00:00
35208,38320,2020-07-02 03:05:57+00:00
35253,79034,2020-07-02 03:15:36+00:00
35276,31015,2020-07-02 03:23:13+00:00
35286,47100,2020-07-02 03:26:50+00:00
35362,50236,2020-07-02 03:48:09+00:00
35371,45754,2020-07-02 03:53:05+00:00
35392,54719,2020-07-02 04:01:31+00:00
35434,51516,2020-07-02 04:10:23+00:00
35538,25290,2020-07-02 04:38:47+00:00
35548,52598,2020-07-02 04:43:47+00:00
35591,67053,2020-07-02 05:01:11+00:00
35708,27915,2020-07-02 05:38:49+00:00
35742,53110,2020-07-02 05:48:00+00:00
35873,24856,2020-07-02 06:06:34+00:00
35948,35999,2020-07-02 06:17:13+00:00
35964,39799,2020-07-02 06:19:00+00:00
35977,45529,2020-07-02 06:20:05+00:00
36024,49997,2020-07-02 06:24:08+00:00
36064,51473,2020-07-02 06:27:26+00:00
36082,44086,2020-07-02 06:29:04+00:00
36087,60626,2020-07-02 06:30:29+00:00
36202,42090,2020-07-02 06:40:23+00:00
36211,34653,2020-07-02 06:41:20+00:00
36236,24815,2020-07-02 06:43:48+00:00
36340,26262,2020-07-02 06:55:28+00:00
36368,42090,2020-07-02 06:57:37+00:00
36478,36479,2020-07-02 07:07:41+00:00
36587,56254,2020-07-02 07:17:14+00:00
36603,30463,2020-07-02 07:18:21+00:00
36809,49998,2020-07-02 07:33:16+00:00
36886,51223,2020-07-02 07:38:53+00:00
36898,18311,2020-07-02 07:39:41+00:00
36937,89334,2020-07-02 07:42:31+00:00
37040,64125,2020-07-02 07:50:29+00:00
37069,72981,2020-07-02 07:52:53+00:00
37078,49343,2020-07-02 07:53:38+00:00
37093,64573,2020-07-02 07:54:49+00:00
37102,68066,2020-07-02 07:55:46+00:00
37153,64125,2020-07-02 07:59:02+00:00
37212,52179,2020-07-02 08:03:04+00:00
37357,74493,2020-07-02 08:10:02+00:00
37377,44851,2020-07-02 08:11:18+00:00
37382,39746,2020-07-02 08:11:29+00:00
37384,28399,2020-07-02 08:11:31+00:00
37391,43207,2020-07-02 08:12:02+00:00
37392,11985,2020-07-02 08:12:05+00:00
37481,12351,2020-07-02 08:17:56+00:00
37495,57430,2020-07-02 08:18:53+00:00
37546,61035,2020-07-02 08:22:03+00:00
37691,30260,2020-07-02 08:30:29+00:00
37878,54540,2020-07-02 08:41:08+00:00
37882,74093,2020-07-02 08:41:14+00:00
37906,32566,2020-07-02 08:42:44+00:00
37921,62725,2020-07-02 08:43:26+00:00
38145,37346,2020-07-02 08:58:11+00:00
38195,57680,2020-07-02 09:00:51+00:00
38239,53820,2020-07-02 09:02:53+00:00
38299,35810,2020-07-02 09:06:28+00:00
38317,53420,2020-07-02 09:07:38+00:00
38325,51341,2020-07-02 09:07:58+00:00
38378,38372,2020-07-02 09:10:19+00:00
38526,55625,2020-07-02 09:17:26+00:00
38530,38167,2020-07-02 09:17:44+00:00
38611,53775,2020-07-02 09:24:14+00:00
38706,73881,2020-07-02 09:30:48+00:00
38717,22969,2020-07-02 09:31:35+00:00
38721,41509,2020-07-02 09:31:50+00:00
38754,40355,2020-07-02 09:33:56+00:00
38805,59919,2020-07-02 09:36:37+00:00
38871,51973,2020-07-02 09:40:00+00:00
38922,32238,2020-07-02 09:42:52+00:00
38925,51648,2020-07-02 09:43:00+00:00
38953,28349,2020-07-02 09:45:02+00:00
39013,54217,2020-07-02 09:48:13+00:00
39147,82723,2020-07-02 09:57:19+00:00
39220,40676,2020-07-02 10:01:00+00:00
39329,56744,2020-07-02 10:07:33+00:00
39412,48804,2020-07-02 10:12:25+00:00
39465,53447,2020-07-02 10:16:05+00:00
39690,78347,2020-07-02 10:29:45+00:00
39738,15338,2020-07-02 10:31:59+00:00
39774,56938,2020-07-02 10:33:53+00:00
39897,40548,2020-07-02 10:40:49+00:00
39921,75917,2020-07-02 10:41:47+00:00
40018,58286,2020-07-02 10:46:38+00:00
40055,45138,2020-07-02 10:48:35+00:00
40101,48195,2020-07-02 10:51:37+00:00
40159,59069,2020-07-02 10:55:19+00:00
40177,63787,2020-07-02 10:56:44+00:00
40217,53279,2020-07-02 10:58:31+00:00
40432,88451,2020-07-02 11:09:52+00:00
40435,75740,2020-07-02 11:10:03+00:00
40503,14023,2020-07-02 11:13:45+00:00
40573,64270,2020-07-02 11:18:05+00:00
40635,15919,2020-07-02 11:22:17+00:00
40704,29907,2020-07-02 11:27:25+00:00
40772,51973,2020-07-02 11:31:01+00:00
40810,30687,2020-07-02 11:32:53+00:00
40966,60330,2020-07-02 11:41:18+00:00
40990,78374,2020-07-02 11:42:49+00:00
41062,25813,2020-07-02 11:46:20+00:00
41066,64549,2020-07-02 11:46:50+00:00
41093,33580,2020-07-02 11:48:25+00:00
41210,51567,2020-07-02 11:53:55+00:00
41225,59424,2020-07-02 11:54:25+00:00
41232,57398,2020-07-02 11:54:54+00:00
41353,40407,2020-07-02 12:00:53+00:00
41361,22242,2020-07-02 12:01:21+00:00
41401,42119,2020-07-02 12:03:38+00:00
41402,45312,2020-07-02 12:03:38+00:00
41420,46516,2020-07-02 12:04:45+00:00
41424,64585,2020-07-02 12:04:52+00:00
41471,10227,2020-07-02 12:06:54+00:00
41575,55827,2020-07-02 12:12:45+00:00
41621,43851,2020-07-02 12:15:31+00:00
41642,42787,2020-07-02 12:16:51+00:00
41657,60647,2020-07-02 12:17:47+00:00
41796,51073,2020-07-02 12:24:55+00:00
41803,83621,2020-07-02 12:25:13+00:00
41809,33238,2020-07-02 12:25:34+00:00
41818,21252,2020-07-02 12:26:03+00:00
41899,29875,2020-07-02 12:30:00+00:00
41905,41316,2020-07-02 12:30:14+00:00
41922,27412,2020-07-02 12:31:06+00:00
41998,19429,2020-07-02 12:35:27+00:00
42012,64833,2020-07-02 12:36:05+00:00
42101,33218,2020-07-02 12:42:04+00:00
42205,43676,2020-07-02 12:47:21+00:00
42533,32092,2020-07-02 13:06:56+00:00
42602,47239,2020-07-02 13:11:14+00:00
42664,54795,2020-07-02 13:15:15+00:00
42702,79164,2020-07-02 13:17:39+00:00
42780,44929,2020-07-02 13:22:25+00:00
42848,24215,2020-07-02 13:27:07+00:00
42855,20735,2020-07-02 13:27:38+00:00
42907,32472,2020-07-02 13:30:58+00:00
42908,9340,2020-07-02 13:31:03+00:00
42941,10160,2020-07-02 13:32:31+00:00
43029,44406,2020-07-02 13:37:15+00:00
43063,27941,2020-07-02 13:38:50+00:00
43130,53578,2020-07-02 13:41:57+00:00
43196,27804,2020-07-02 13:45:58+00:00
43245,60159,2020-07-02 13:48:54+00:00
43263,26286,2020-07-02 13:49:44+00:00
43313,73753,2020-07-02 13:52:03+00:00
43322,60558,2020-07-02 13:52:31+00:00
43368,33626,2020-07-02 13:55:02+00:00
43447,22658,2020-07-02 13:58:23+00:00
43540,27186,2020-07-02 14:03:09+00:00
43586,31257,2020-07-02 14:05:43+00:00
43719,39852,2020-07-02 14:13:06+00:00
43790,31547,2020-07-02 14:16:13+00:00
43795,66016,2020-07-02 14:16:28+00:00
43829,67694,2020-07-02 14:18:10+00:00
43994,38400,2020-07-02 14:26:28+00:00
43997,42201,2020-07-02 14:26:36+00:00
44075,42176,2020-07-02 14:30:32+00:00
44227,46964,2020-07-02 14:37:49+00:00
44253,56912,2020-07-02 14:39:06+00:00
44385,69799,2020-07-02 14:45:27+00:00
